direction,target_id,eligible,valid_trial_fraction,mean_matched_edges,blind_mean_heat,real_mean_heat,shuffled_mean_heat,delta_real_blind,delta_real_shuffled,blind_unique_heat_per_edge,real_unique_heat_per_edge,shuffled_unique_heat_per_edge,blind_related_fraction,real_related_fraction,shuffled_related_fraction,semantic_delta_real_blind,semantic_delta_real_shuffled
transition_to_origin,chunk:6e693544f78157ab1aeb4c4c,1,1.0,7.0,0.17738571523073807,0.6276669998353478,0.1770159774317023,0.4502812846046097,0.4506510224036455,0.15800773237329677,0.32916816002088467,0.15730382782288377,0.09204288939051919,0.01466854724964739,0.09262637780311668,-0.0773743421408718,-0.07795783055346929
transition_to_origin,chunk:6fa07759312d3e88f450bc4a,1,1.0,7.0,0.30641184327586696,0.8743196018175471,0.30696238299839673,0.5679077585416801,0.5673572188191504,0.2609034240251453,0.45166985762625167,0.2601202966885039,0.6168584825234441,1.0,0.6175903908298275,0.3831415174765559,0.3824096091701725
transition_to_origin,chunk:89b6dba6c3ca2645a1b2618a,1,1.0,7.0,0.3425608995720175,0.7789532202476365,0.34281199321411415,0.43639232067561895,0.4361412270335223,0.2894985972285093,0.4130381426186472,0.28824432343189754,0.33505720470006184,1.0,0.3396145857373644,0.6649427952999382,0.6603854142626355
transition_to_origin,chunk:90c159f3a371d7491d1e3024,1,1.0,7.0,0.3416612815172992,0.7933002131012193,0.3403466248441827,0.45163893158392016,0.45295358825703663,0.2926374808845947,0.41634040497850483,0.2900056934738416,0.2959627329192547,0.0,0.29335897435897434,-0.2959627329192547,-0.29335897435897434
transition_to_origin,chunk:90c5478ec5b43dbd0f0d9006,1,1.0,7.0,0.31646954120018944,0.6787351180191046,0.31884909918394067,0.36226557681891514,0.3598860188351639,0.27231588558568426,0.38673134252420427,0.2726404980465431,0.3250630358043369,0.0056179775280898875,0.3293517100561511,-0.319445058276247,-0.3237337325280612
transition_to_origin,chunk:9aa2db6401c27d3deb8ade0c,1,1.0,7.0,0.2906531300512535,0.7161649887442727,0.2898904586268146,0.4255118586930192,0.4262745301174581,0.24708064558458007,0.37111622486338947,0.24460494666919802,0.19873344847438112,0.0,0.18988405797101449,-0.19873344847438112,-0.18988405797101449
transition_to_origin,chunk:a0fe5ebca4badb3844a8bccd,1,1.0,7.0,0.45348279169911854,0.8964091627287979,0.4558008521784617,0.44292637102967936,0.44060831055033617,0.363162925361957,0.48375431869340074,0.36307805286889777,0.10607537361923326,0.009478672985781991,0.10295071335927367,-0.09659670063345127,-0.09347204037349167
transition_to_origin,chunk:aaabe1523752fd3fa2a2866b,1,1.0,7.0,0.3070739831043343,0.7722459666924202,0.30866594453138474,0.46517198358808587,0.46358002216103544,0.2649714779344213,0.39598095750271745,0.26477564920444563,0.2120808678500986,0.0,0.20954522738630685,-0.2120808678500986,-0.20954522738630685
transition_to_origin,chunk:ad3699d09adb7f37b9f30c4a,1,1.0,7.0,0.38526140547403537,0.897829323073641,0.38323616018850926,0.5125679175996056,0.5145931628851318,0.3157035426204459,0.47300118071453406,0.3137914681741419,0.040615781710914456,0.0,0.041712707182320445,-0.040615781710914456,-0.041712707182320445
transition_to_origin,chunk:b23cb7eaae87d76ac50f9133,1,1.0,7.0,0.38049685915364495,0.8188636315169264,0.3824433876881309,0.4383667723632815,0.4364202438287955,0.3197919105868917,0.44344688690354334,0.3206203377773578,0.3473029211684674,1.0,0.34605188945290466,0.6526970788315326,0.6539481105470953
transition_to_origin,chunk:b43cb594526c55277cf93a21,1,1.0,7.0,0.3158653514980618,0.7500901517944826,0.31973979523664164,0.4342248002964208,0.43035035655784093,0.2699268350603512,0.4069874562397438,0.2725148158112079,0.5196852530185864,0.9781849912739965,0.5254634415271173,0.4584997382554101,0.45272154974687917
transition_to_origin,chunk:ba2c5a75c50fe1de5911398a,1,1.0,7.0,0.30155080007817003,0.6761200182047067,0.30287076291448906,0.37456921812653665,0.37324925529021763,0.261646342328174,0.3833522168359001,0.2606963523530577,0.5460793867342298,0.9454648526077097,0.5519970318750806,0.3993854658734799,0.3934678207326291
transition_to_origin,chunk:bb5f975eeec2b993e7db9ac1,1,1.0,7.0,0.13457263926894336,0.47565357300146555,0.13507380620086426,0.3410809337325222,0.3405797668006013,0.11683824322031486,0.27590763604305446,0.11728956482650997,0.1685867895545315,0.2582798833819242,0.17248345524207592,0.08969309382739271,0.08579642813984828
transition_to_origin,chunk:bd41bd16a7eefde8e2c8a15c,1,1.0,7.0,0.3464171922476143,0.7989244323367687,0.34606832694609274,0.4525072400891544,0.45285610539067594,0.2938971864875057,0.41274664249561605,0.29373435154380456,0.24883245767659076,0.0,0.2486013986013986,-0.24883245767659076,-0.2486013986013986
transition_to_origin,chunk:d86c2aae83cb52a76e2ef9f8,1,1.0,7.0,0.34577868393776395,0.8040811573919832,0.34747841897830384,0.4583024734542192,0.4566027384136793,0.2958554338178681,0.4262396789612923,0.29566519089241655,0.24059184812953657,,0.2448956570783982,,
transition_to_origin,chunk:e6e5c3c42746d4691fef50d1,1,1.0,7.0,0.2628064681566486,0.682388476224472,0.2641576670144366,0.41958200806782336,0.41823080921003536,0.21881609349924563,0.36606812384125054,0.21795601035445744,0.2139433551198257,0.020202020202020204,0.2118201754385965,-0.1937413349178055,-0.1916181552365763
transition_to_origin,chunk:e91caab6e66ff7ba10110e56,1,1.0,7.0,0.1975838791640619,0.6999253219816486,0.19934819843504079,0.5023414428175867,0.5005771235466078,0.17199068950757862,0.36132834215036036,0.1726881991469996,0.1103954802259887,0.0,0.10261660978384528,-0.1103954802259887,-0.10261660978384528
transition_to_origin,chunk:ea8f397990cf104864e04e9b,1,1.0,7.0,0.2657776611387947,0.6821246383231535,0.2660308337534104,0.4163469771843588,0.4160938045697431,0.2233053363523337,0.36608119953571555,0.2227853423175978,0.7367124759642575,0.9815991237677985,0.737922335600907,0.24488664780354097,0.24367678816689142
transition_to_origin,chunk:f794e170f590b044c70126a4,1,1.0,7.0,0.2990839088876807,0.6756806615569967,0.2992098956814419,0.37659675266931597,0.3764707658755548,0.25594856434763025,0.3588158438310519,0.2544744133208932,0.19011627906976744,0.0,0.18405196241017135,-0.19011627906976744,-0.18405196241017135
